employee_id,review_date,score,rating,notes
E-1463,26-09-2026,B,合格,晋升候选
E-2437,05/20/2024,3.5,需改进,业绩突出
E-2830,07-12-2024,3,良好,表现稳定
E-2020,09/23/2025,3.5,良好,表现稳定
E-3317,06/22/2026,3.5,合格,表现稳定
E-3435,2024-10-23,B,合格,表现稳定
E-1100,09/01/2024,3,需改进,需培训
E-1012,2025-09-13,A,良好,表现稳定
E-2399,2024-08-10,4,需改进,表现稳定
E-2708,2025-01-01,3,合格,表现稳定
E-3154,2024-10-20,4.5,需改进,表现稳定
E-1197,2025-07-18,3,需改进,沟通待加强
E-2664,2024-12-09,2.5,优秀,晋升候选
E-2829,16-07-2024,3,合格,表现稳定
E-3107,21-02-2026,B,需改进,表现稳定
E-3569,2025-05-14,C,良好,表现稳定
E-1699,05/26/2025,4,良好,表现稳定
E-2017,2025-07-15,3,良好,晋升候选
E-1195,09/20/2024,C,良好,表现稳定
E-1269,2026-04-07,4.5,合格,晋升候选
E-3538,13-03-2026,2.5,合格,业绩突出
E-3529,01/15/2025,4,优秀,晋升候选
E-1516,12/26/2024,B,合格,沟通待加强
E-3510,2025-02-22,4,良好,业绩突出
E-3260,2024-04-13,A,优秀,表现稳定
E-3450,03/27/2025,C,合格,表现稳定
E-1490,06/02/2026,3.5,需改进,表现稳定
E-2451,2024-06-19,3,需改进,晋升候选
E-3354,08/03/2024,3.5,合格,需培训
E-1587,2026-07-01,3,合格,表现稳定
E-2059,2024-12-28,B,合格,表现稳定
E-1884,2026-09-28,C,合格,表现稳定
E-2604,2024-04-15,2.5,合格,晋升候选
E-3529,2025-03-25,3.5,优秀,沟通待加强
E-1927,2026-03-28,4.5,良好,表现稳定
E-2637,09/09/2026,C,良好,需培训
E-1948,2026-06-23,A,需改进,表现稳定
E-1916,22-01-2025,A,良好,沟通待加强
E-1587,03-11-2025,3.5,良好,表现稳定
E-2506,2026-05-09,4.5,需改进,表现稳定
E-3017,10/24/2024,3.5,需改进,表现稳定
E-2518,2025-12-04,A,需改进,表现稳定
E-1694,2025-05-09,B,需改进,表现稳定
E-2572,07/22/2025,3,优秀,表现稳定
E-2658,09/11/2026,4.5,合格,表现稳定
E-2146,2025-06-26,A,合格,沟通待加强
E-2102,2024-11-25,3.5,需改进,表现稳定
E-1406,03/04/2026,A,合格,晋升候选
E-2074,25-07-2024,3.5,合格,需培训
E-1106,09/13/2026,3,良好,表现稳定
E-3518,01/25/2024,B,需改进,表现稳定
E-2078,12/22/2026,4,需改进,业绩突出
E-1798,2024-06-16,C,良好,需培训
E-3095,02/17/2026,3.5,需改进,表现稳定
E-3022,06/23/2026,C,需改进,业绩突出
E-1840,17-08-2025,3.5,优秀,沟通待加强
E-2482,18-10-2024,3.5,良好,业绩突出
E-2211,2024-06-10,4,良好,沟通待加强
E-1676,2026-04-23,4.5,需改进,表现稳定
E-2390,06-03-2026,2.5,合格,表现稳定
E-3156,20-05-2024,4,需改进,表现稳定
E-3017,2026-12-19,C,需改进,表现稳定
E-1879,2026-12-13,B,优秀,沟通待加强
E-1396,2024-02-12,4,优秀,表现稳定
E-1023,11/03/2025,2.5,合格,表现稳定
E-3176,02-03-2026,4,良好,业绩突出
E-3331,2024-07-20,A,优秀,表现稳定
E-2371,03-03-2025,2.5,合格,表现稳定
E-3164,2024-04-02,2.5,合格,表现稳定
E-1975,2026-08-27,4,良好,晋升候选
E-3083,2025-12-14,3,合格,沟通待加强
E-3290,2026-02-19,4,优秀,沟通待加强
E-2778,24-02-2026,4,合格,表现稳定
E-1788,05/10/2026,C,良好,表现稳定
E-2039,2024-03-12,C,需改进,表现稳定
E-3552,2024-08-12,C,良好,需培训
E-2205,2024-07-09,3.5,需改进,业绩突出
E-3254,11-06-2026,3.5,需改进,表现稳定
E-2258,06/16/2025,A,需改进,表现稳定
E-2652,24-05-2024,4.5,良好,表现稳定
E-3065,2026-11-10,3,需改进,表现稳定
E-3291,2024-05-22,3,良好,表现稳定
E-3025,2025-05-10,C,需改进,表现稳定
E-2510,2026-06-27,2.5,需改进,晋升候选
E-1196,2025-10-22,A,合格,需培训
E-1874,21-03-2025,2.5,合格,需培训
E-2648,12/11/2026,3,需改进,表现稳定
E-1483,2026-05-28,A,合格,晋升候选
E-3251,05/16/2026,4,良好,表现稳定
E-3234,27-01-2026,2.5,优秀,需培训
E-1165,2025-03-28,A,良好,沟通待加强
E-2921,27-09-2025,3.5,优秀,表现稳定
E-3375,05/07/2025,B,优秀,需培训
E-2998,2026-07-23,2.5,良好,沟通待加强
E-2338,2026-09-08,4,合格,表现稳定
E-1467,2024-06-18,3.5,优秀,表现稳定
E-2290,09/27/2024,2.5,需改进,业绩突出
E-1778,2025-03-20,3.5,良好,业绩突出
E-2891,2025-12-10,4.5,需改进,沟通待加强
E-1562,10/27/2026,4,需改进,表现稳定
E-1535,08/21/2026,4.5,需改进,表现稳定
E-1034,09/14/2025,2.5,优秀,表现稳定
E-2412,2026-03-13,C,合格,沟通待加强
E-2144,2025-12-16,2.5,优秀,需培训
E-3277,11/17/2024,3,合格,晋升候选
E-2313,2024-11-03,A,需改进,需培训
E-2073,01-07-2026,C,需改进,表现稳定
E-1313,10-05-2025,A,良好,沟通待加强
E-2389,2024-05-18,A,优秀,表现稳定
E-1784,2025-05-17,A,优秀,晋升候选
E-3444,05-03-2025,2.5,良好,表现稳定
E-1914,16-10-2024,3.5,良好,表现稳定
E-2322,28-09-2024,4,合格,晋升候选
E-1514,04/15/2026,3,合格,晋升候选
E-1149,2026-05-09,B,需改进,晋升候选
E-1125,2025-04-17,A,合格,业绩突出
E-1894,01-09-2025,2.5,合格,表现稳定
E-2892,2026-11-21,2.5,合格,需培训
E-1335,03/28/2024,3,需改进,沟通待加强
E-2882,2026-08-07,A,需改进,表现稳定
E-2650,2025-07-18,3.5,合格,晋升候选
E-2644,07-07-2025,2.5,良好,表现稳定
E-2210,2024-02-14,4.5,优秀,沟通待加强
E-1720,2025-10-22,3,合格,表现稳定
E-2522,04/28/2024,4.5,良好,表现稳定
E-1091,21-12-2026,2.5,合格,表现稳定
E-2512,06/11/2025,3.5,良好,表现稳定
E-2873,2026-01-24,3.5,优秀,表现稳定
E-3146,2026-07-22,3.5,良好,表现稳定
E-3133,2025-09-21,4,合格,表现稳定
E-1926,17-01-2024,3.5,需改进,需培训
E-2502,2024-05-25,4,需改进,沟通待加强
E-1495,2026-03-09,C,需改进,沟通待加强
E-1032,04/27/2024,4,良好,表现稳定
E-1349,04/03/2024,3.5,需改进,表现稳定
E-1480,2025-06-24,B,优秀,晋升候选
E-3302,11/23/2025,3,需改进,表现稳定
E-2710,01/09/2024,C,良好,表现稳定
E-2393,2024-07-17,A,良好,沟通待加强
E-3189,2025-12-02,3,良好,表现稳定
E-2162,2026-09-16,4.5,合格,表现稳定
E-2842,2026-03-20,4.5,合格,业绩突出
E-1127,2026-01-21,A,优秀,需培训
E-1323,01/06/2024,B,良好,表现稳定
E-3229,2025-02-07,C,合格,沟通待加强
E-1748,2026-06-17,3,合格,表现稳定
E-1740,2025-01-15,2.5,需改进,表现稳定
E-1525,22-05-2025,C,优秀,晋升候选
E-2875,2025-06-16,C,优秀,表现稳定
E-1246,2025-02-25,4,优秀,晋升候选
E-3085,2026-10-28,C,良好,晋升候选
E-1447,01/16/2026,2.5,合格,需培训
E-3105,2026-09-20,3,需改进,业绩突出
E-2405,26-02-2024,2.5,合格,业绩突出
E-1434,03/25/2025,A,优秀,业绩突出
E-2987,2025-01-15,B,需改进,表现稳定
E-2125,2024-06-10,2.5,优秀,需培训
E-3297,07/23/2024,2.5,合格,表现稳定
E-3051,09/20/2025,3.5,良好,晋升候选
E-1920,05-01-2024,4.5,优秀,表现稳定
E-2141,2024-05-09,A,合格,晋升候选
E-3223,2024-02-23,4,合格,表现稳定
E-2912,04/23/2025,C,需改进,业绩突出
E-3001,2024-03-20,4,合格,沟通待加强
E-3198,03/22/2024,2.5,需改进,表现稳定
E-1607,03/26/2024,4,良好,需培训
E-1544,03/21/2025,B,优秀,晋升候选
E-1330,2025-07-18,4.5,需改进,表现稳定
E-1744,18-10-2025,4.5,合格,表现稳定
E-3131,2025-11-02,A,优秀,沟通待加强
E-2510,2026-03-01,2.5,需改进,表现稳定
E-2338,2025-10-22,3,良好,晋升候选
E-3497,2026-08-19,3.5,需改进,业绩突出
E-1396,06-07-2025,C,合格,表现稳定
E-2131,08/15/2026,2.5,良好,需培训
E-3186,2026-04-10,3,合格,表现稳定
E-1791,02/11/2024,4,合格,沟通待加强
E-3366,03/14/2026,B,需改进,表现稳定
E-3314,06/25/2026,C,需改进,表现稳定
E-2822,11-03-2026,B,合格,表现稳定
E-1027,2026-12-17,A,需改进,表现稳定
E-2343,2026-01-22,B,良好,表现稳定
E-3167,2024-03-28,4,良好,需培训
E-2643,22-06-2025,C,优秀,需培训
E-1576,2025-06-24,3.5,优秀,表现稳定
E-3067,09/17/2025,4,合格,业绩突出
E-3352,2025-04-12,4,需改进,表现稳定
E-3002,15-07-2025,B,良好,表现稳定
E-2318,2024-06-13,4,优秀,晋升候选
E-2693,11/26/2024,4.5,合格,沟通待加强
E-2589,2024-04-06,4,优秀,表现稳定
E-2500,2025-12-08,4.5,良好,业绩突出
E-2591,2025-07-19,3,需改进,表现稳定
E-2775,17-11-2024,3.5,需改进,晋升候选
E-2974,10/21/2025,2.5,优秀,表现稳定
E-1950,2025-09-22,3.5,合格,业绩突出
E-3193,2026-04-17,3,优秀,沟通待加强
E-2608,07-04-2026,B,优秀,表现稳定
E-2359,2025-06-22,4.5,需改进,晋升候选
E-3123,2024-05-21,B,优秀,表现稳定
E-2326,2025-03-15,3,良好,业绩突出
E-1781,07/04/2024,A,需改进,表现稳定
E-1403,07/28/2025,3,良好,表现稳定
E-3338,20-07-2025,A,合格,需培训
E-1513,05/14/2025,A,合格,表现稳定
E-2762,2025-08-26,A,良好,业绩突出
E-1937,2025-05-20,4,良好,表现稳定
E-2384,12/08/2024,B,合格,晋升候选
E-2500,2025-07-23,3.5,良好,表现稳定
E-3206,08/04/2024,3,良好,晋升候选
E-1555,2024-05-02,C,需改进,需培训
E-1163,06-02-2026,3,良好,表现稳定
E-2776,2024-06-18,4.5,需改进,表现稳定
E-1065,2024-05-20,4.5,合格,晋升候选
E-1431,2026-05-17,B,优秀,晋升候选
E-1182,06-04-2025,B,优秀,表现稳定
E-3547,10/20/2025,B,需改进,表现稳定
E-1184,2025-06-08,3.5,优秀,需培训
E-2621,10-02-2024,A,合格,表现稳定
E-1044,2024-11-03,B,需改进,表现稳定
E-3136,12/05/2026,4,优秀,晋升候选
E-1827,15-02-2026,A,需改进,晋升候选
E-1663,01/15/2025,C,合格,业绩突出
E-1299,09/21/2026,3,良好,表现稳定
E-2487,01/20/2026,A,需改进,需培训
E-2313,04/15/2024,A,需改进,晋升候选
E-1213,22-12-2025,2.5,优秀,沟通待加强
E-1611,06/15/2025,3,需改进,沟通待加强
E-3258,2025-09-10,4.5,需改进,表现稳定
E-1267,06/21/2026,3.5,需改进,表现稳定
E-2913,2026-04-14,A,良好,表现稳定
E-1705,2026-01-24,3,合格,表现稳定
E-2173,02-02-2026,2.5,合格,表现稳定
E-2460,08/25/2024,4,优秀,表现稳定
E-2573,2024-01-28,2.5,优秀,业绩突出
E-3073,2024-08-21,4.5,优秀,业绩突出
E-3440,2025-11-05,C,优秀,表现稳定
E-2241,08/26/2026,2.5,良好,业绩突出
E-2932,26-12-2025,C,需改进,需培训
E-2005,2026-12-26,B,需改进,表现稳定
E-2419,03/17/2025,3,合格,表现稳定
E-1923,05/08/2024,3.5,合格,需培训
E-1319,2026-01-01,3.5,优秀,晋升候选
E-1537,02/12/2026,4.5,需改进,表现稳定
E-3269,2025-03-10,2.5,优秀,表现稳定
E-2319,2026-07-19,4,优秀,表现稳定
E-1448,2024-11-06,4,良好,表现稳定
E-1469,2026-09-17,4,合格,业绩突出
E-1084,11/08/2024,C,优秀,需培训
E-1898,28-01-2025,4,良好,表现稳定
E-2256,2026-04-26,C,需改进,业绩突出
E-1055,2024-08-16,3.5,优秀,表现稳定
E-3053,2024-09-14,2.5,合格,业绩突出
E-2419,2024-06-17,B,合格,表现稳定
E-1815,01/22/2025,3.5,需改进,晋升候选
E-2944,09/13/2026,3.5,优秀,表现稳定
E-3191,2024-09-13,4.5,合格,晋升候选
E-3481,2024-08-25,3.5,合格,晋升候选
E-2803,2025-09-07,4.5,优秀,需培训
E-3174,02-07-2025,3.5,良好,表现稳定
E-1738,2024-11-27,4,需改进,表现稳定
E-3319,10/28/2025,C,需改进,表现稳定
E-1588,2024-04-19,A,良好,业绩突出
E-1749,2025-04-05,A,需改进,需培训
E-1993,2026-09-08,A,需改进,表现稳定
E-1504,27-07-2025,B,需改进,业绩突出
E-1530,06/06/2024,3.5,需改进,表现稳定
E-3560,2026-04-27,C,需改进,表现稳定
E-3260,09/10/2025,3.5,良好,表现稳定
E-2407,09-11-2025,B,良好,表现稳定
E-1907,2024-12-07,A,合格,表现稳定
E-1868,2026-04-14,C,良好,表现稳定
E-1992,02/04/2024,C,优秀,沟通待加强
E-3067,09/10/2025,B,需改进,表现稳定
E-3030,2025-05-24,B,合格,需培训
E-2346,2025-10-01,C,良好,表现稳定
E-2112,07-10-2024,A,优秀,表现稳定
E-1441,03-09-2024,C,需改进,晋升候选
E-1200,10/07/2025,2.5,合格,业绩突出
E-3383,01/21/2025,C,需改进,晋升候选
E-3163,2025-06-17,A,需改进,需培训
E-2352,07/09/2026,3,合格,表现稳定
E-2941,2025-12-22,3.5,需改进,需培训
E-2033,12/24/2026,4,需改进,业绩突出
E-1149,12/03/2025,A,良好,需培训
E-2594,2025-06-08,C,合格,表现稳定
E-1615,04/18/2025,A,优秀,表现稳定
E-2606,04/26/2026,A,优秀,晋升候选
E-1790,07-11-2025,B,良好,表现稳定
E-3265,16-09-2024,3.5,良好,业绩突出
E-2251,11/16/2026,4.5,需改进,沟通待加强
E-2196,2025-12-27,2.5,优秀,沟通待加强
E-1985,09/20/2026,3,需改进,表现稳定
E-1768,18-04-2026,B,需改进,表现稳定
E-2302,11/28/2024,3.5,良好,表现稳定
E-3162,11-01-2024,3,优秀,表现稳定
E-3102,2024-10-25,3.5,优秀,表现稳定
E-1965,2024-05-14,4,合格,表现稳定
E-1201,04/10/2024,4.5,合格,表现稳定
E-1856,05/14/2024,C,优秀,表现稳定
E-2303,12-07-2026,A,合格,沟通待加强
E-1134,01/17/2024,A,需改进,业绩突出
E-2311,2025-12-11,3,良好,表现稳定
E-3294,06/15/2025,4.5,良好,表现稳定
E-3473,17-08-2025,2.5,合格,需培训
E-1865,09/22/2025,3,良好,表现稳定
E-2766,2025-02-17,4.5,合格,沟通待加强
E-2856,2024-03-23,2.5,良好,业绩突出
E-3146,12/13/2026,A,合格,需培训
E-1242,2025-09-19,3.5,需改进,表现稳定
E-3259,20-06-2024,3.5,需改进,表现稳定
E-3414,09/20/2026,2.5,需改进,表现稳定
E-2120,11/08/2025,C,良好,表现稳定
E-2747,2026-07-14,A,优秀,晋升候选
E-3139,2025-07-20,3.5,需改进,表现稳定
E-3063,2025-11-04,3,优秀,表现稳定
E-2094,12/09/2024,4.5,需改进,沟通待加强
E-1775,23-09-2026,3.5,合格,表现稳定
E-1368,14-11-2024,A,需改进,表现稳定
E-2377,25-01-2024,3.5,合格,沟通待加强
E-1494,06/22/2025,3,合格,需培训
E-3071,2026-02-13,3,需改进,业绩突出
E-3388,11/23/2024,3,良好,表现稳定
E-1896,07/05/2025,4.5,需改进,表现稳定
E-1873,24-01-2024,4,良好,业绩突出
E-1449,09/09/2024,4,需改进,表现稳定
E-2724,2024-07-28,B,需改进,表现稳定
E-3493,2026-09-09,4.5,良好,业绩突出
E-3543,26-04-2024,4,合格,表现稳定
E-1336,02/14/2026,3.5,良好,表现稳定
E-2982,12/23/2024,4,优秀,业绩突出
E-1275,2026-10-04,2.5,良好,表现稳定
E-3161,01/28/2025,A,良好,晋升候选
E-2075,03/11/2025,B,合格,需培训
E-1652,2024-05-16,C,合格,需培训
E-2461,07/22/2025,C,合格,表现稳定
E-1638,2025-10-06,B,合格,沟通待加强
E-1050,2026-05-25,4,需改进,需培训
E-1548,2024-02-03,4,良好,表现稳定
E-3439,2025-10-04,3.5,合格,需培训
E-1954,06/17/2024,3.5,良好,表现稳定
E-3336,2024-03-08,C,良好,表现稳定
E-1373,05/20/2024,4.5,合格,表现稳定
E-2231,24-04-2026,B,优秀,晋升候选
E-2770,07/02/2026,A,良好,业绩突出
E-2426,2026-02-21,3,需改进,表现稳定
E-3105,2026-07-25,A,需改进,需培训
E-1687,04-12-2026,4.5,需改进,表现稳定
E-2215,2024-03-14,2.5,合格,表现稳定
E-1220,11/17/2026,3.5,合格,表现稳定
E-2317,10/21/2025,B,优秀,表现稳定
E-1341,2025-11-01,B,合格,表现稳定
E-1320,01/11/2025,A,合格,表现稳定
E-1899,2026-06-20,4,良好,业绩突出
E-1762,24-02-2026,A,合格,晋升候选
E-2978,10/21/2026,4,需改进,业绩突出
E-1308,16-08-2024,C,良好,表现稳定
E-3293,2025-08-13,C,良好,表现稳定
E-1712,2024-07-14,3,需改进,需培训
E-2265,09-09-2025,2.5,需改进,表现稳定
E-1717,04/20/2024,4.5,良好,表现稳定
E-1310,2026-08-08,4.5,合格,业绩突出
E-1260,2024-04-22,A,需改进,业绩突出
E-2172,2025-12-28,A,需改进,需培训
E-2022,10-03-2025,3,合格,沟通待加强
E-2566,05/20/2024,C,需改进,业绩突出
E-3440,2025-09-12,3,优秀,表现稳定
E-2977,2024-11-19,B,优秀,表现稳定
E-1566,2024-10-11,A,需改进,表现稳定
E-2584,2026-10-04,4,优秀,业绩突出
E-1818,10/12/2025,4.5,合格,需培训
E-1651,2024-07-10,4.5,需改进,表现稳定
E-1021,03/22/2024,A,需改进,晋升候选
E-3110,20-07-2025,C,优秀,表现稳定
E-2752,2026-05-26,2.5,合格,表现稳定
E-3137,2026-06-02,2.5,优秀,表现稳定
E-2236,2025-08-27,A,良好,晋升候选
E-1395,2025-10-16,A,良好,晋升候选
E-3156,2026-04-13,C,合格,需培训
E-2944,12/05/2024,4.5,需改进,表现稳定
E-2618,07/15/2025,B,合格,沟通待加强
E-3418,2026-02-01,3.5,需改进,表现稳定
E-3085,2026-12-18,3,优秀,晋升候选
E-3434,2025-01-03,B,优秀,表现稳定
E-3140,2024-04-09,B,优秀,沟通待加强
E-3345,05/22/2024,3,良好,晋升候选
E-3466,2025-11-13,B,良好,业绩突出
E-3103,01/01/2024,4.5,合格,晋升候选
E-3140,04/13/2026,A,优秀,表现稳定
E-2874,2025-12-25,2.5,良好,晋升候选
E-1924,2026-11-14,B,优秀,晋升候选
E-1432,2025-01-04,3,合格,表现稳定
E-3589,06/03/2026,4,良好,表现稳定
E-3562,26-05-2024,3,合格,表现稳定
E-1015,2026-09-26,4.5,良好,表现稳定
E-3397,2026-12-13,3,需改进,表现稳定
E-1675,12/24/2026,A,合格,沟通待加强
E-2448,10-10-2026,4.5,合格,业绩突出
E-2605,2024-05-04,3,良好,需培训
E-3452,04/10/2025,3,良好,表现稳定
E-1204,05-06-2024,3,需改进,需培训
E-1982,04/07/2025,4.5,良好,表现稳定
E-3437,24-02-2024,2.5,优秀,沟通待加强
E-2259,2026-04-11,A,合格,表现稳定
E-3567,04/08/2026,4.5,需改进,业绩突出
E-1952,2024-03-26,A,良好,需培训
E-2344,03/10/2025,3.5,良好,表现稳定
E-1069,05/23/2025,3,需改进,业绩突出
E-3562,2026-11-26,3.5,良好,表现稳定
E-1422,2024-08-23,2.5,良好,表现稳定
E-2297,06/22/2025,4,合格,表现稳定
E-2029,2026-07-08,3,优秀,表现稳定
E-1006,2026-05-17,B,合格,需培训
E-1125,2024-11-25,3,需改进,表现稳定
E-2845,2025-05-27,C,优秀,晋升候选
E-2219,2024-09-23,C,优秀,沟通待加强
E-3075,2026-01-04,4.5,良好,表现稳定
E-2715,2024-08-09,B,优秀,需培训
E-2004,2026-04-04,B,需改进,晋升候选
E-1676,2025-05-21,3,需改进,晋升候选
E-1824,22-04-2025,3,优秀,沟通待加强
E-2352,2024-05-24,C,良好,晋升候选
E-2987,2025-06-03,3.5,合格,表现稳定
E-1907,08/07/2026,3,优秀,晋升候选
E-2953,07/07/2024,4,需改进,需培训
E-3497,2025-05-08,3,良好,沟通待加强
E-1170,2026-07-05,2.5,良好,晋升候选
E-1644,11-05-2024,A,良好,表现稳定
E-2213,2026-04-13,3,良好,业绩突出
E-2744,2026-10-24,A,需改进,表现稳定
E-3052,2025-01-03,A,需改进,沟通待加强
E-1674,19-07-2025,4,优秀,需培训
E-1699,2025-09-03,B,优秀,晋升候选
E-2528,10/14/2026,4,合格,沟通待加强
E-1492,2026-11-22,3,良好,晋升候选
E-1350,2026-11-05,3.5,良好,晋升候选
E-1740,2024-04-02,4.5,需改进,表现稳定
E-2310,03/21/2024,A,合格,表现稳定
E-1226,2024-09-17,3.5,合格,表现稳定
E-2451,2024-04-08,4,需改进,需培训
E-2456,05/25/2026,B,优秀,表现稳定
E-1965,2024-11-14,B,合格,表现稳定
E-2736,16-03-2026,2.5,合格,沟通待加强
E-3577,04/18/2024,3,良好,需培训
E-2563,08/11/2025,4,需改进,表现稳定
E-1646,2026-02-26,B,需改进,表现稳定
E-1628,04/18/2024,A,良好,业绩突出
E-1830,25-02-2026,4.5,需改进,晋升候选
E-1324,2026-10-11,A,良好,沟通待加强
E-3355,2024-04-22,4,优秀,晋升候选
E-2202,14-07-2026,3,优秀,沟通待加强
E-3567,09/08/2025,C,良好,表现稳定
E-1156,2026-10-18,4.5,优秀,沟通待加强
E-1764,02/05/2026,3,合格,表现稳定
E-2652,2025-04-01,4,优秀,表现稳定
E-3225,11/10/2026,4.5,良好,沟通待加强
E-3052,2025-04-24,C,良好,业绩突出
E-1250,2024-05-03,3,优秀,表现稳定
E-3295,12/14/2025,C,合格,业绩突出
E-1598,2026-07-04,3,合格,需培训
E-2012,08/17/2026,4.5,合格,沟通待加强
E-2483,02-01-2025,4.5,需改进,业绩突出
E-1226,2024-12-03,2.5,合格,表现稳定
E-2956,2024-07-01,4,合格,沟通待加强
E-2957,2025-07-02,3,需改进,需培训
E-2942,2024-07-25,2.5,良好,晋升候选
E-1654,03/28/2026,4.5,合格,沟通待加强
E-1445,03-09-2025,4.5,需改进,晋升候选
E-2934,06-05-2024,4,合格,业绩突出
E-3514,2026-07-09,B,合格,晋升候选
E-2040,26-03-2024,A,优秀,业绩突出
E-1908,11/18/2026,3.5,需改进,表现稳定
E-3149,21-09-2024,A,合格,晋升候选
E-3167,04/21/2025,A,优秀,表现稳定
E-2052,18-07-2026,3.5,需改进,表现稳定
E-2351,03/25/2025,C,合格,需培训
E-2050,2025-08-04,2.5,优秀,表现稳定
E-2219,2024-02-27,3,需改进,晋升候选
E-1131,15-11-2024,3.5,优秀,表现稳定
E-2699,2026-04-23,C,优秀,表现稳定
E-2192,18-03-2024,2.5,需改进,表现稳定
E-1790,2024-09-18,2.5,优秀,表现稳定
E-3311,2024-12-17,B,需改进,需培训
E-1810,2026-06-23,A,需改进,业绩突出
E-2154,09-10-2025,4,合格,业绩突出
E-2483,03/15/2025,3.5,合格,业绩突出
E-2493,05-01-2025,A,合格,表现稳定
E-1056,2026-02-22,2.5,优秀,业绩突出
E-3034,09/27/2025,2.5,优秀,需培训
E-1986,2025-08-11,3.5,优秀,表现稳定
E-2528,2024-08-27,3.5,合格,表现稳定
E-1420,10/03/2025,C,需改进,表现稳定
E-1384,2024-06-27,3,需改进,表现稳定
E-1983,06/02/2025,B,需改进,晋升候选
E-2696,2026-10-28,4.5,需改进,需培训
E-1673,24-07-2026,A,合格,沟通待加强
E-1406,03/01/2025,4,良好,表现稳定
E-2404,26-07-2026,4,需改进,沟通待加强
E-1781,2024-10-20,2.5,良好,表现稳定
E-2364,03/18/2026,A,优秀,表现稳定
E-2791,2026-07-16,C,需改进,需培训
E-2494,01/27/2024,C,优秀,业绩突出
E-3572,2025-04-23,2.5,需改进,表现稳定
E-3189,2024-05-14,B,优秀,表现稳定
E-2245,09-10-2024,4.5,需改进,表现稳定
E-2722,2024-06-26,2.5,需改进,需培训
E-1789,09/20/2026,C,合格,业绩突出
E-3186,2025-04-21,B,优秀,沟通待加强
E-1296,2024-07-12,3,良好,表现稳定
E-2646,2025-07-13,A,合格,表现稳定
E-3553,2026-09-01,B,良好,表现稳定
E-1106,2024-08-28,2.5,优秀,业绩突出
E-2746,2026-12-24,3,优秀,表现稳定
E-1620,2025-09-16,A,良好,需培训
E-2614,09-12-2025,B,良好,需培训
E-1810,2024-01-15,C,良好,晋升候选
E-2818,2025-07-24,4.5,需改进,表现稳定
E-2298,14-01-2024,3,合格,表现稳定
E-2454,2026-08-03,3.5,合格,表现稳定
E-3444,13-04-2026,4.5,需改进,表现稳定
E-2315,2024-10-01,C,优秀,表现稳定
E-2288,2025-05-19,B,良好,沟通待加强
E-1683,08-11-2026,3.5,需改进,表现稳定
E-2382,2024-05-20,4,优秀,表现稳定
E-1427,08/06/2026,3.5,合格,业绩突出
E-2561,14-01-2025,3,合格,晋升候选
E-1292,14-06-2024,B,合格,晋升候选
E-1278,2026-01-15,C,优秀,表现稳定
E-2976,13-11-2025,4,良好,表现稳定
E-3422,2025-09-05,3.5,需改进,表现稳定
E-1350,22-01-2025,4,优秀,需培训
E-1719,13-03-2026,3.5,合格,晋升候选
E-1014,26-05-2025,3,需改进,表现稳定
E-1874,2024-10-22,B,良好,表现稳定
E-3261,2025-06-08,3,合格,业绩突出
E-3179,2026-04-18,A,合格,晋升候选
E-1810,2026-06-26,2.5,合格,表现稳定
E-1152,2026-11-10,B,良好,沟通待加强
E-1262,2024-08-24,4.5,需改进,需培训
E-1510,2024-12-12,3,需改进,表现稳定
E-3575,2026-11-24,2.5,良好,表现稳定
E-1039,2024-07-04,4,优秀,晋升候选
E-2740,2026-02-10,B,需改进,表现稳定
E-1314,2024-05-22,4,合格,晋升候选
E-2830,2025-02-05,2.5,合格,沟通待加强
E-2776,2024-07-12,2.5,合格,需培训
E-1138,2024-03-28,4,优秀,表现稳定
E-2407,2026-03-09,A,合格,沟通待加强
E-3200,2026-10-22,3.5,需改进,表现稳定
E-1399,2026-06-14,4,合格,表现稳定
E-2959,07-10-2025,B,优秀,表现稳定
E-3569,2024-11-15,A,合格,表现稳定
E-1695,06-12-2025,C,合格,表现稳定
E-3270,2024-07-10,3.5,优秀,沟通待加强
E-1076,2025-07-25,3.5,需改进,表现稳定
E-1580,06/04/2026,3.5,优秀,表现稳定
E-1015,15-09-2025,A,优秀,晋升候选
E-1588,03/23/2026,A,需改进,表现稳定
E-1546,11/14/2024,B,需改进,需培训
E-1601,07-12-2024,C,需改进,表现稳定
E-3238,10/24/2024,4.5,优秀,沟通待加强
E-2415,2024-02-17,4.5,合格,表现稳定
E-1390,02/17/2025,4,优秀,表现稳定
E-1534,05/14/2026,2.5,需改进,表现稳定
E-2218,22-07-2025,B,需改进,表现稳定
E-2712,16-08-2026,4.5,合格,表现稳定
E-1347,22-03-2024,C,优秀,晋升候选
E-2716,2024-09-24,2.5,需改进,需培训
E-1406,2025-01-16,2.5,合格,表现稳定
E-2814,2025-07-17,3,优秀,表现稳定
E-2518,22-04-2026,B,合格,业绩突出
E-1007,20-02-2024,2.5,优秀,业绩突出
E-1922,2025-04-13,3.5,需改进,晋升候选
E-1485,20-05-2024,3,合格,表现稳定
E-1167,05-03-2025,3,优秀,晋升候选
E-2967,2026-02-07,4.5,合格,业绩突出
E-3151,17-08-2024,A,需改进,沟通待加强
E-3223,09/07/2026,C,需改进,表现稳定
E-2741,2024-09-16,3.5,良好,表现稳定
E-2324,08/22/2025,3,优秀,业绩突出
